license,begin_time,end_time,load_hotspot,drop_hotspot,od_distance,traveled_from_charged,to_charge,cs_index,cs_name
0,2014-07-01 00:00:00.000000,2014-07-01 00:08:43.000000,12,5,5.556142420811643,5.556142420811643,0,,
0,2014-07-01 00:22:37.547619,2014-07-01 00:28:52.672619,2,1,2.779958951402174,9.167845347614264,0,,
0,2014-07-01 01:03:08.672619,2014-07-01 01:37:32.672619,4,88,11.020177975038164,29.8593739867786,0,,
0,2014-07-01 02:07:01.339286,2014-07-01 02:14:58.339286,67,15,6.1181335249303,38.98717903075093,0,,
0,2014-07-01 02:24:44.839286,2014-07-01 02:34:24.839286,18,12,3.608071597727669,44.018435496632605,0,,
0,2014-07-01 02:53:50.839286,2014-07-01 03:06:15.505953,8,34,7.513135179407135,55.55817671874205,0,,
0,2014-07-01 03:41:24.505953,2014-07-01 03:54:11.505953,4,81,5.597045871215437,73.60654324972775,0,,
0,2014-07-01 06:43:54.505953,2014-07-01 07:21:40.505953,173,98,27.854985844058213,118.45534520888816,1,0,A1
0,2014-07-01 10:22:42.250712,2014-07-01 10:32:09.750712,13,17,1.739157759847331,1.739157759847331,0,,
0,2014-07-01 11:18:15.750712,2014-07-01 11:27:14.250712,72,31,4.958426111059809,26.250171170410905,0,,
0,2014-07-01 11:47:18.341621,2014-07-01 12:03:50.841621,25,9,12.929591285473135,40.094750394198535,0,,
0,2014-07-01 12:17:40.174954,2014-07-01 12:25:53.603525,11,3,3.698185028277119,44.85473352208218,0,,
0,2014-07-01 12:47:36.270192,2014-07-01 12:59:04.270192,32,87,7.152424724076391,52.938662886229636,0,,
0,2014-07-01 13:30:37.770192,2014-07-01 13:33:59.270192,46,37,2.1004498564005667,60.81084345877071,0,,
0,2014-07-01 14:33:50.270192,2014-07-01 15:27:07.270192,236,17,37.44029808205036,140.66751353320478,0,,
0,2014-07-01 15:43:55.193269,2014-07-01 16:01:11.526602,17,3,5.224277960190121,146.9989785149319,0,,
0,2014-07-01 16:15:12.911217,2014-07-01 16:50:23.911217,8,172,31.27122323079117,180.13138993240318,1,0,A1
0,2014-07-01 19:37:12.911217,2014-07-01 19:50:36.911217,14,30,10.859882170796627,57.965104036171766,1,0,A1
0,2014-07-01 21:35:49.286217,2014-07-01 21:43:19.036217,38,30,2.0100740165478364,3.1735119082584093,0,,
0,2014-07-01 22:02:02.250503,2014-07-01 22:17:57.250503,38,18,15.472039851230711,19.808989651199695,0,,
0,2014-07-01 22:29:31.250503,2014-07-01 22:33:15.250503,15,8,2.483040093344936,25.46920041186142,0,,
0,2014-07-01 22:43:23.750503,2014-07-01 23:04:10.750503,4,53,17.41377400506083,48.76499775049298,0,,
0,2014-07-01 23:19:40.750503,2014-07-01 23:28:48.750503,54,0,3.957997598278678,57.22302725385422,1,0,A1
0,2014-07-02 01:19:09.975222,2014-07-02 01:26:10.821376,0,14,2.5027764207424785,3.5304255331694367,0,,
0,2014-07-02 02:19:52.821376,2014-07-02 02:28:15.821376,119,45,6.541693438202739,38.03699785357599,0,,
0,2014-07-02 02:43:59.821376,2014-07-02 02:51:30.964233,21,0,1.8451105078233463,43.299041153690766,0,,
0,2014-07-02 03:12:32.297566,2014-07-02 03:17:18.297566,2,14,1.77047764840848,52.31995495365641,0,,
