license,begin_time,end_time,load_hotspot,drop_hotspot,od_distance,traveled_from_charged,to_charge,cs_index,cs_name
0,2014-07-01 00:00:00.000000,2014-07-01 00:08:44.500000,11,15,3.169883303732437,3.169883303732437,0,,
0,2014-07-01 00:24:06.404762,2014-07-01 00:39:28.404762,9,23,10.522589536194252,14.960094335595713,0,,
0,2014-07-01 01:23:21.404762,2014-07-01 01:31:10.738095,10,37,2.0615924675074004,29.251257690976455,0,,
0,2014-07-01 01:51:01.238095,2014-07-01 01:57:06.238095,10,34,5.65944186696695,38.11496349784029,0,,
0,2014-07-01 02:13:37.904762,2014-07-01 02:18:27.904762,33,81,1.9500941405541357,43.00275887039587,0,,
0,2014-07-01 02:33:30.504762,2014-07-01 02:47:07.004762,33,52,11.036800880860085,56.09274333878673,0,,
0,2014-07-01 03:11:19.004762,2014-07-01 03:18:44.004762,22,132,3.5808130707026185,64.62550279296241,0,,
0,2014-07-01 04:26:40.004762,2014-07-01 05:04:12.004762,13,172,38.95218824796102,123.27721310279539,0,,
0,2014-07-01 06:35:13.749521,2014-07-01 06:47:24.749521,52,51,7.901802181437803,131.1790152842332,0,,
0,2014-07-01 07:05:11.749521,2014-07-01 07:11:41.749521,46,8,3.0317533631402585,135.80038886045517,0,,
0,2014-07-01 16:02:07.749521,2014-07-01 16:20:52.749521,130,30,5.882285919593755,218.12393126390953,1,17,F07
0,2014-07-01 18:24:53.749521,2014-07-01 18:32:03.749521,121,40,3.1086313219705697,10.233814729985623,0,,
0,2014-07-01 18:48:41.463807,2014-07-01 18:55:32.963807,36,31,1.714284713707957,12.711567614124544,0,,
0,2014-07-01 20:22:33.963807,2014-07-01 20:34:53.963807,1,21,5.568321890073185,36.94691825146743,0,,
0,2014-07-01 20:49:22.963807,2014-07-01 21:01:28.713807,35,36,2.072487320640517,39.73193323942246,0,,
0,2014-07-01 21:19:45.070950,2014-07-01 21:24:32.737617,31,39,1.8466051403262096,42.09939171609363,1,7,C01
0,2014-07-01 23:27:22.737617,2014-07-01 23:43:22.737617,110,15,7.96617904692595,10.277650115766853,0,,
0,2014-07-01 23:59:19.654284,2014-07-02 00:07:34.654284,9,19,1.780269155287981,13.325540766723858,0,,
0,2014-07-02 00:37:13.987617,2014-07-02 00:44:50.654284,8,10,3.427942301005146,22.157131213917378,0,,
0,2014-07-02 02:46:21.654284,2014-07-02 02:51:52.654284,32,16,2.264516648549625,34.821177385220025,0,,
0,2014-07-02 03:17:33.154284,2014-07-02 03:21:10.154284,1,9,1.7102200968603842,42.49346529763707,0,,
0,2014-07-02 03:33:12.254284,2014-07-02 04:06:34.254284,11,224,24.24969870645226,67.80496210369586,0,,
0,2014-07-02 04:45:48.254284,2014-07-02 04:55:47.254284,145,31,7.666384078778255,78.18683833663655,0,,
0,2014-07-02 06:12:22.254284,2014-07-02 06:24:44.254284,71,92,7.437792219152447,108.42701743467644,0,,
0,2014-07-02 07:36:33.059679,2014-07-02 08:03:10.393012,123,88,8.965561975584077,117.39257941026052,0,,
0,2014-07-02 09:31:58.393012,2014-07-02 09:53:31.393012,67,163,12.259760589657905,132.66201151896047,0,,
0,2014-07-02 10:37:37.393012,2014-07-02 10:52:03.393012,212,126,4.606278171516429,138.71829135924057,0,,
0,2014-07-02 11:17:53.393012,2014-07-02 11:37:13.393012,140,25,8.78229201056864,151.68864487616185,0,,
0,2014-07-02 11:54:58.393012,2014-07-02 12:19:14.393012,67,14,11.348582830081542,164.87917065983146,0,,
0,2014-07-02 12:31:53.393012,2014-07-02 12:37:37.393012,65,54,1.9270872837356192,168.20076251166395,0,,
0,2014-07-02 12:49:29.143012,2014-07-02 12:55:14.643012,24,14,1.4804705198638215,170.69777447141357,0,,
0,2014-07-02 13:03:47.643012,2014-07-02 13:11:36.643012,29,54,2.210649491795961,173.85834208263648,0,,
0,2014-07-02 13:26:00.643012,2014-07-02 13:36:51.976345,29,2,3.316828398514778,179.59587618452426,0,,
0,2014-07-02 13:55:13.176345,2014-07-02 14:04:16.890631,3,4,2.468524335048084,183.26266788852416,1,7,C01
0,2014-07-02 15:55:21.835075,2014-07-02 16:03:41.835075,16,2,2.6498308827882315,3.60833605736974,0,,
0,2014-07-02 16:27:04.835075,2014-07-02 16:44:27.835075,13,49,4.331613787076219,15.67487052063547,0,,
0,2014-07-02 16:53:38.335075,2014-07-02 17:11:56.335075,41,36,2.6795783867037843,18.802492670794198,0,,
0,2014-07-02 17:28:19.335075,2014-07-02 17:41:44.835075,35,13,3.0683745114227485,23.375453195498206,0,,
0,2014-07-02 18:20:34.835075,2014-07-02 18:40:24.501742,4,17,2.607779782444837,42.215318207215546,1,7,C01
0,2014-07-02 21:02:12.501742,2014-07-02 21:28:37.501742,0,24,8.013312147712977,21.16755413632594,0,,
0,2014-07-02 22:08:19.501742,2014-07-02 22:38:12.501742,78,182,6.148578167853314,33.01230853014981,0,,
0,2014-07-03 00:08:20.501742,2014-07-03 00:20:55.835075,7,10,7.685304884239104,56.00618636339028,0,,
0,2014-07-03 02:09:01.413306,2014-07-03 02:22:57.413306,0,73,7.073877502913823,63.0800638663041,0,,
0,2014-07-03 02:37:36.413306,2014-07-03 02:52:16.413306,34,124,11.537410407853704,78.4520958243878,0,,
0,2014-07-03 04:25:08.413306,2014-07-03 04:31:18.504215,2,0,1.7368854486095482,110.34677084878423,0,,
0,2014-07-03 04:48:36.581138,2014-07-03 05:01:26.581138,0,52,5.473859524276193,116.84827948548738,0,,
0,2014-07-03 05:23:42.581138,2014-07-03 05:26:44.081138,95,50,1.2818999208157895,121.37713320988395,0,,
0,2014-07-03 05:55:44.081138,2014-07-03 06:02:05.414471,51,52,3.2461401443982685,144.76524183446526,0,,
0,2014-07-03 07:15:49.414471,2014-07-03 07:24:56.414471,123,64,7.799806923578191,171.8041661098628,0,,
0,2014-07-03 08:26:34.414471,2014-07-03 08:38:39.414471,97,182,4.199004600793202,193.09297054535324,1,3,D08
0,2014-07-03 10:52:28.414471,2014-07-03 11:12:10.414471,225,156,9.711280123382773,10.770574593105776,0,,
0,2014-07-03 12:45:51.414471,2014-07-03 12:55:07.414471,22,54,4.837359191013865,37.03781124719243,0,,
0,2014-07-03 13:29:45.914471,2014-07-03 13:45:29.914471,24,11,7.777412339399991,45.83176502647821,1,7,C01
0,2014-07-03 15:35:23.514471,2014-07-03 15:41:21.514471,13,18,3.4816892775438046,4.424736383156496,0,,
0,2014-07-03 16:41:18.514471,2014-07-03 16:58:00.514471,87,9,11.248519019065435,42.47519797815567,0,,
0,2014-07-03 17:26:38.514471,2014-07-03 17:33:51.014471,28,3,2.376300567713621,50.692622089542084,0,,
0,2014-07-03 17:46:46.514471,2014-07-03 18:02:10.514471,28,20,5.9999651020332285,59.32385339061728,0,,
0,2014-07-03 18:37:32.514471,2014-07-03 18:46:09.657328,8,3,2.313946598220214,75.40649425746528,0,,
0,2014-07-03 19:07:58.657328,2014-07-03 19:16:05.907328,32,8,2.4824510180420645,78.82044991557842,0,,
0,2014-07-03 19:42:47.907328,2014-07-03 20:20:46.907328,10,17,3.521828139604168,85.52054793266583,0,,
0,2014-07-03 20:33:22.193042,2014-07-03 20:43:52.393042,17,7,2.218604240402005,88.84633919460485,0,,
0,2014-07-03 21:00:24.393042,2014-07-03 21:07:14.226375,4,6,1.39066674110851,91.8665395458156,0,,
0,2014-07-03 22:18:55.226375,2014-07-03 22:33:10.626375,56,0,6.225230064006913,108.95808753363079,0,,
0,2014-07-03 22:56:09.070819,2014-07-03 23:06:58.237486,2,45,3.2660436608116545,119.47456734599962,0,,
0,2014-07-03 23:17:59.070819,2014-07-03 23:26:58.070819,54,13,4.751081302044046,124.85827556800494,0,,
0,2014-07-03 23:42:57.445819,2014-07-03 23:58:33.445819,6,91,7.497111923069955,135.41524619345645,0,,
0,2014-07-04 00:19:40.445819,2014-07-04 00:26:29.779152,95,38,2.1494440095459377,139.05750361874337,0,,
0,2014-07-04 01:33:24.779152,2014-07-04 01:42:34.529152,17,6,4.082447855095337,187.014275486245,1,2,N04
0,2014-07-04 05:08:11.569716,2014-07-04 05:09:58.569716,36,67,1.5930762858580023,1.5930762858580023,0,,
0,2014-07-04 05:51:29.569716,2014-07-04 06:15:06.569716,120,29,21.42342448712754,33.617867638828955,0,,
0,2014-07-04 07:36:08.569716,2014-07-04 07:42:18.069716,0,14,2.5027764207424785,751.1828585209673,1,9,A02
0,2014-07-04 09:31:33.926859,2014-07-04 09:47:55.926859,24,4,4.000292989094366,5.08716028907731,0,,
